complaint_nbr,hearing_nbr,final_order_date,discipline_nbr,discipline_imposed,statute,discipline_start_date,discipline_end_date,discipline_satisfied_date,discipline_comments,row_revision,creation_user_code,creation_datetime,update_user_code,update_datetime,id
21595,649,11/21/2005,1,Sus/Pr,7,12/6/2005,12/5/2006,,"Received ltr from Chief McNeil - suspension to take place Jan. 12, 2006 - Jan. 15, 2006 (4 ten hour work days for a total of 40 hours) probation 12/6/05-12/5/06 ethics",,,,,,7143
21440,649,11/21/2005,1,Sus/Pr,7,12/6/2005,12/5/2006,1/18/2007,suspended 12/6/05-2/5/06probation 12/6/05-12/5/06Ethics,,,,,,7102
21814,649,11/21/2005,1,Sus/Pr,7,12/6/2005,12/5/2006,,"suspension 12/6/05-1/5/06
probation 12/6/05-12/5/06, early termination upon receipt of ethics training",,,,,,7207
18326,649,11/21/2005,1,Rev,7,,,,,,,,,,6109
16661,649,11/21/2005,1,Rev,4,,,,,,,,,,5587
21099,649,11/21/2005,1,VR,7,,,,,,,,,,7012
19611,649,11/21/2005,1,VR,7,,,,,,,,,,6505
21361,649,11/21/2005,1,VR,7,,,,,,,,,,7084
21072,649,11/21/2005,1,Rev,7,,,,,,,,,,7003
21550,649,11/21/2005,1,Rev,7,,,,,,,,,,7128
21745,649,11/21/2005,1,Rev,7,,,,,,,,,,7189
21873,649,11/21/2005,1,Rev,7,,,,,,,,,,7227
22003,649,11/21/2005,1,Rev,7,,,,,,,,,,7262
21433,649,11/21/2005,1,Rev,7,,,,,,,,,,7100
21647,649,11/21/2005,1,Rev,7,,,,,,,,,,7161
21737,649,11/21/2005,1,Rev,7,,,,,,,,,,7187
20931,649,11/21/2005,1,Rev,7,,,,,,,,,,6965
21115,649,11/21/2005,1,Rev,4,,,,,,,,,,7017
18663,649,11/21/2005,1,Rev,4,,,,,,,,,,6215
22052,649,11/21/2005,1,Rev,4,,,,,,,,,,7276
17954,649,11/21/2005,1,Rev,4,,,,,,,,,,5979
16663,649,11/21/2005,1,Rev,4,,,,,,,,,,5588
21107,649,11/21/2005,1,Rev,4,,,,,,,,,,7015
17955,649,11/21/2005,1,Rev,4,,,,,,,,,,5980
21827,649,11/21/2005,1,Rev,P,,,,,,,,,,7210
21063,649,11/21/2005,1,Rev,7,,,,,,,,,,6999
17879,649,11/21/2005,1,DI,B,,,,,,,,,,5954
21798,649,11/21/2005,1,DI,B,,,,,,,,,,7203
20649,649,11/21/2005,1,DI,B,,,,,,,,,,6875
21669,649,11/21/2005,1,DI,B,,,,,,,,,,7164
18978,649,11/21/2005,1,DI,B,,,,,,,,,,6309
21675,649,11/21/2005,1,DI,B,,,,,,,,,,7168
21829,649,11/21/2005,1,DI,B,,,,,,,,,,7211
18577,649,11/21/2005,1,DI,B,,,,,,,,,,6184
20927,649,11/21/2005,1,Rev,7,,,,,,,,,,6963
21298,649,11/21/2005,1,Rev,7,,,,,,,,,,7069
21408,649,11/21/2005,1,DI,B,,,,,,,,,,7095
19674,649,11/21/2005,1,Sus/Pr,4,12/6/2005,3/6/2006,,Must complete ethics course prior to termination of probation,,,,,,6526
19640,649,11/21/2005,1,SP,4,12/6/2005,1/6/2006,,Must complete Sexual Harassment training prior to end of suspension period.,,,,,,6515
20116,649,11/21/2005,1,Rev,4,,,,,,,,,,6678
20002,649,11/21/2005,1,VR,4,11/22/2005,,,,,,,,,6636
18679,649,11/21/2005,1,Rev,7,,,,,,,,,,6223
19905,649,11/21/2005,1,Sus/Pr,4,12/6/2005,1/20/2007,1/20/2007,"18 month retroactive suspension, followed by forty five day Prospective Suspension, and an additional one year of probation to follow the prospective suspension.",,,,,,6604
21202,649,11/21/2005,1,VR,4,,,,,,,,,,7040
19418,649,11/21/2005,1,Rev,7,,,11/21/2005,,,,,,,6440
20794,649,11/21/2005,1,VR,4,,,,,,,,,,6922
19834,649,11/21/2005,1,Rev,4,,,,,,,,,,6578
21021,649,11/21/2005,1,Sus/Pr,4,12/6/2005,2/6/2007,,"One year retroactive suspension, sixty day prospective suspension to begin fifteen days following the filing of a final order. To be followed by one year of probation and completion of Commission approved courses in Anger Management and Ethics. Probation to terminate early upon providing staff with proof of completion of the required courses.",,,,,,6986
16589,649,11/21/2005,1,DI,,,,11/21/2005,,,,,,,5571
19610,649,11/21/2005,1,PR,4,12/6/2005,6/6/2006,,"Six months probation with substance abuse counseling, to begin 15 days following filing of a final order. Probation to terminate immediately after presenting staff with proof of counseling.",,,,,,6504
20941,649,11/21/2005,1,Sus/Pr,4,12/6/2005,12/6/2006,12/6/2006,"Nineteen month retroactive suspension, thirty day prospective suspension beginning fifteen days following the filing of a final order. Suspension to be followed by one year probation, and completion of a Commission approved sexual harassment training course. Must provide staff with proof of completion of the required course prior to termination of probation.",,,,,,6967
21954,649,11/21/2005,1,PR,4,12/6/2005,6/6/2006,,,,,,,,7246
21424,649,11/21/2005,1,Rev,4,,,,,,,,,,7097
20555,640,2/22/2005,1,VR,7,,,,,,,,,,6850
20567,640,2/22/2005,1,Rev,7,,,,,,,,,,6853
20493,640,2/22/2005,1,Rev,7,,,,Decertified,,,,,,6820
18904,640,2/22/2005,1,Rev,4,,,,,,,,,,6284
20376,640,2/22/2005,1,DI,7,,,,,,,,,,6779
19975,640,2/22/2005,1,DI,7,,,,,,,,,,6628
19489,633,8/24/2004,1,Sus/Pr,7,9/8/2004,9/6/2006,,,,,,,,6460
20341,633,8/24/2004,1,Sus/Pr,7,9/8/2004,9/6/2006,9/8/2006,,,,,,,6769
20360,643,5/10/2005,1,Rev,4,,,,,,,,,,6775
20995,643,5/10/2005,1,VR,7,5/10/2005,,,,,,,,,6982
20587,643,5/10/2005,1,VR,7,5/10/2005,,,,,,,,,6857
20894,643,5/10/2005,1,Rev,7,,,,,,,,,,6948
21539,643,5/10/2005,1,VR,7,,,,,,,,,,7126
21297,643,5/10/2005,1,Rev,7,5/10/2005,,,,,,,,,7068
19417,643,5/10/2005,1,DI,,,,,,,,,,,6439
20654,643,5/10/2005,1,VR,4,,,,,,,,,,6877
20735,643,5/10/2005,1,PR,7,5/25/2005,5/26/2005,5/25/2005,9 months retro susp from 4-9-04 to 1-9-05. 6 months probation beginning 5/25/05. Enter into and provide Staff with proof of successful completion  of Commission or Staff approved course of anger mgt and alcohol counseling.  Probation will terminate early upon showing proof of probation conditions.,,,,,,6902
21364,643,5/10/2005,1,Sus/Pr,7,5/25/2005,11/24/2006,,Six-month prospective suspension beginning fifteen days following the entry of a final order followed by one-year period of probation to begin following the suspension and provide staff with proof of successful completion of staff approved course in the proper use of force,,,,,,7085
21793,643,5/10/2005,1,None,,,,,,,,,,,7202
21121,643,5/10/2005,1,Rev,7,5/10/2005,,,,,,,,,7021
20914,643,5/10/2005,1,VR,7,5/10/2005,,,,,,,,,6956
19039,646,8/9/2005,1,DI,4,,,,,,,,,,6326
20742,646,8/9/2005,1,Rev,7,,,,,,,,,,6907
19020,646,8/9/2005,1,VR,7,,,,,,,,,,6319
20107,642,8/9/2005,1,VR,P,,,,,,,,,,6674
21447,646,8/9/2005,1,VR,7,8/9/2005,,,,,,,,,7105
14580,646,8/9/2005,1,Sus/Pr,7,8/24/2005,2/24/2008,,ethics training,,,,,,5027
21091,646,8/9/2005,1,PR,7,8/24/2005,8/23/2006,,One year probation beginning fifteen days following the entry of a final order and provide staff with proof of successful completion of substance abuse counseling,,,,,,7010
20951,646,8/9/2005,1,DI,7,8/9/2005,,,,,,,,,6970
20761,646,8/9/2005,1,Sus/Pr,7,8/24/2005,8/23/2006,8/23/2006,One week susp during the probation period.  Ethics and Use of Force training.  Received a letter from the agency stating he is suspended from 11/27/05 to 12/3/05.,,,,,,6911
20774,649,11/21/2005,1,PR,4,12/6/2005,12/6/2007,12/6/2007,,,,,,,6914
20641,649,11/21/2005,1,Rev,4,,,,,,,,,,6873
20464,649,11/21/2005,1,Rev,4,,,,,,,,,,6812
21201,649,11/21/2005,1,Rev,7,,,,,,,,,,7039
20847,649,11/21/2005,1,Sus/Pr,7,12/5/2005,1/4/2007,4/10/2006,30 days suspension followed by 1 year probation; ethics training; early termination of probation upon completion of ethics training,,,,,,6935
18677,649,11/21/2005,1,Sus/Pr,7,12/6/2005,2/7/2008,,60 days suspension to begin 12/06/05 and ending 02/06/06; 2 years probation to begin 12/07/05 and ending 02/07/08; ethics training,,,,,,6222
21518,649,11/21/2005,1,Sus/Pr,7,12/6/2005,2/7/2007,,Suspended from 12/06/05 until 02/06/06; 1 year probation from 02/07/06 till 02/07/07; complete ethics training,,,,,,7124
21566,649,11/21/2005,1,Sus/Pr,7,12/6/2005,12/6/2006,3/22/2006,30 days suspension to be imposed sometime between 12-06-05 and 06-06-06; probation from 12-06-05 till 12-06-06; complete sexual harassment training (early termination upon proof of completion),,,,,,7135
20541,649,11/21/2005,1,SP,4,,,,,,,,,,6845
21461,649,11/21/2005,1,Rev,7,,,,,,,,,,7110
21840,649,11/21/2005,1,Rev,7,,,,,,,,,,7215
21200,649,11/21/2005,1,Sus/Pr,4,,,,,,,,,,7038
22070,646,8/10/2005,1,DN,B,,,,,,,,,,7284
22248,649,12/1/2005,1,DN,,,,,,,,,,,7345
21724,655,2/13/2006,1,Sus/Pr,7,2/10/2006,2/28/2007,,,,,,,,7184
21996,655,2/13/2006,1,DI,,,,,,,,,,,7260
22303,655,2/13/2006,1,PR,7,2/28/2006,8/28/2006,,substance abuse counseling. early termination,,,,,,7364
22162,655,2/13/2006,1,Rev,P,,,,,,,,,,7314
21639,655,2/13/2006,1,Rev,7,,,,,,,,,,7158
21810,655,2/13/2006,1,Rev,7,,,,,,,,,,7205
21816,655,2/13/2006,1,Rev,7,,,,,,,,,,7208
21935,655,2/13/2006,1,VR,7,,,,,,,,,,7241
20389,655,2/13/2006,1,Rep,7,,,,,,,,,,6785
19926,655,2/13/2006,1,Sus/Pr,7,2/28/2006,2/28/2008,,1 yr retroactive susp; 2 yrs probation; must complete ethics training during probation,,,,,,6615
22147,649,2/13/2006,1,DI,P,,,,,,,,,,7307
21995,655,2/13/2006,1,PR,7,2/28/2006,8/28/2006,11/6/2006,Six months probation beginning fifteen days following the filing of the final order and substance abuse counseling.,,,,,,7259
22281,655,2/13/2006,1,Rev,7,,,,,,,,,,7358
21966,655,2/13/2006,1,VR,7,,,,,,,,,,7250
21249,655,2/13/2006,1,PR,7,2/28/2006,2/28/2007,2/28/2007,"one year retroactive suspension, one year probation with anger management course",,,,,,7053
21300,655,2/13/2006,1,SP,4,2/28/2006,4/11/2006,,"17 months retroactive suspension, followed by six weeks suspension, to begin 15 days following filing of a final order.",,,,,,7070
19394,655,2/13/2006,1,Sus/Pr,4,2/28/2006,8/28/2006,8/28/2006,"Two weeks suspension, to begin 15 days following the filing of a final order. Six months probation, to begin 15 days following the filing of a final order. Must provide Staff with proof of completion of a Commission approved anger management class prior to termination of probation.",,,,,,6431
18843,655,2/13/2006,1,PR,4,2/28/2006,8/28/2006,8/28/2006,,,,,,,6269
21694,655,2/13/2006,1,VR,7,,,,,,,,,,7175
12808,655,2/13/2006,1,Rev,4,,,,,,,,,,4547
21235,655,2/13/2006,1,VR,7,,,,,,,,,,7050
19413,655,2/13/2006,1,VR,7,,,,,,,,,,6437
21772,655,2/13/2006,1,DI,7,,,,,,,,,,7197
20178,655,2/13/2006,1,DI,7,,,,,,,,,,6702
20499,655,2/13/2006,1,Rev,4,,,,,,,,,,6821
18309,655,2/13/2006,1,Rev,4,,,,,,,,,,6101
21982,655,2/13/2006,1,Rev,7,,,,,,,,,,7253
22277,655,2/13/2006,1,Rev,7,,,,,,,,,,7355
22066,655,2/13/2006,1,Rev,4,,,,,,,,,,7281
19884,636,12/14/2004,1,PR,7,12/29/2004,12/29/2005,,,,,,,,6600
22251,658,5/9/2006,1,Sus/Pr,7,5/24/2006,5/24/2007,,ethics training; early term when completed; 5 days pros suspension,,,,,,7346
22552,658,5/9/2006,1,VR,7,,,,,,,,,,7436
22020,658,5/9/2006,1,VR,7,,,,,,,,,,7267
22588,658,5/9/2006,1,PR,7,5/23/2006,11/23/2006,2/26/2007,Six months probation beginning fifteen day following the filing of the final order and commission approved substance abuse counseling.,,,,,,7449
21454,658,5/9/2006,1,Sus/Pr,7,5/24/2006,5/31/2007,,7 day prospective suspension. One year probation. Ethics course.,,,,,,7108
21474,658,5/9/2006,1,SP,7,,,,,,,,,,7115
22184,658,5/9/2006,1,SP,7,,,,,,,,,,7321
21496,658,5/9/2006,1,Rev,7,,,,,,,,,,7121
22475,658,5/9/2006,1,PR,7,5/24/2006,11/24/2006,11/24/2006,6 months probation,,,,,,7412
22369,658,5/9/2006,1,Pr/Rep,7,,,,,,,,,,7385
22386,658,5/9/2006,1,VR,7,,,,,,,,,,7393
20353,658,5/9/2006,1,Rev,7,,,,,,,,,,6772
21871,658,5/9/2006,1,Rev,7,,,,,,,,,,7226
22150,658,5/9/2006,1,Rev,7,,,,,,,,,,7309
22464,658,5/9/2006,1,Rev,P,,,,,,,,,,7411
21790,658,5/9/2006,1,Rev,4,,,,,,,,,,7200
22501,658,5/9/2006,1,Rev,7,,,,,,,,,,7423
22159,658,5/9/2006,1,Rev,7,,,,,,,,,,7313
21487,658,5/9/2006,1,DI,7,,,,,,,,,,7120
19778,658,5/9/2006,1,Sus/Pr,7,5/24/2006,5/24/2007,,susp 5/24/06 - 6/13/06prob 5/24/06 - 5/24/07 ethics and firearms,,,,,,6560
22056,658,5/9/2006,1,Sus/Pr,7,5/24/2006,5/24/2007,5/24/2007,suspension 5/24/06 - 6/24/06probation 5/24/06 - 5/24/07,,,,,,7279
21833,658,5/9/2006,1,Sus/Pr,7,5/24/2006,5/24/2007,,susp: 5/24/06 - 5/29/06prob: 5/24/06-6/24/06,,,,,,7213
21355,658,5/9/2006,1,VR,7,5/4/2006,5/4/2006,5/4/2006,,,,,,,7082
22407,658,5/9/2006,1,VR,7,,,,,,,,,,7400
22124,658,5/9/2006,1,Rev,4,,,5/10/2006,,,,,,,7302
21689,658,5/9/2006,1,VR,7,,,,,,,,,,7171
22408,658,5/9/2006,1,Rev,7,,,,,,,,,,7401
22576,658,5/9/2006,1,Rev,7,,,,,,,,,,7444
19577,658,5/9/2006,1,Rev,7,,,,,,,,,,6487
22228,658,5/9/2006,1,Rev,7,,,,,,,,,,7338
20712,640,2/22/2005,1,VR,7,,,,,,,,,,6891
20254,640,2/22/2005,1,Rev,7,,,,,,,,,,6732
20466,640,2/22/2005,1,Sus/Pr,7,3/9/2005,3/9/2006,,"90 days prospective suspension beginning 15 days following the filing of the final order, one year probation with alcohol abuse counseling.",,,,,,6813
16142,640,2/22/2005,1,Sus/Pr,7,3/9/2005,4/6/2007,4/17/2007,30 day prospective suspension to begin 15 days following the filing of the final order; 18 month retroactive suspension; to be followed by 2 years probation.,,,,,,5433
18003,640,2/22/2005,1,Sus/Pr,B,3/9/2005,3/7/2007,3/7/2007,,,,,,,5994
20216,640,2/22/2005,1,Sus/Pr,7,3/9/2005,3/9/2006,3/9/2006,"3 days prospective suspension, six months retroactive  and ethics training",,,,,,6717
20716,649,11/21/2005,1,Sus/Pr,7,12/6/2005,12/5/2006,,"retroactive suspension one year
prospective suspension 12/6/05 to 12/5/06. probation 12/6/05 to 12/5/06 Ethics",,,,,,6894
21117,649,11/21/2005,1,Sus/Pr,7,12/6/2005,12/5/2007,1/28/2008,suspension 12/6/05-2/5/06probation 12/6/05-12/5/07,,,,,,7018
20073,649,11/21/2005,1,Sus/Pr,7,12/6/2005,12/5/2006,,"retroactive suspension 9/8/03-3/8/04
probation 12/6/05-12/5/06
ethics",,,,,,6656
21629,649,11/21/2005,1,Sus/Pr,7,12/6/2005,6/5/2006,,"suspended 12/6/05-12/10/05
probation 12/6/05-6/5/06",,,,,,7154
14573,649,11/21/2005,1,None,,11/21/2005,,,Set aside final order that revoked her certification.,,,,,,5024
21653,649,11/21/2005,1,Rev,7,,,,,,,,,,7162
18578,649,11/21/2005,1,DI,B,,,,,,,,,,6185
21203,649,11/21/2005,1,Rev,4,,,,,,,,,,7041
20331,649,11/21/2005,1,Rev,4,,,,,,,,,,6763
21455,649,11/21/2005,1,Rev,7,11/21/2005,,,,,,,,,7109
20311,649,11/21/2005,1,Rev,4,,,11/22/2005,,,,,,,6752
18941,649,11/21/2005,1,VR,7,,,,,,,,,,6295
20209,649,11/21/2005,1,SP,4,12/6/2005,1/20/2006,,"Forty Five days prospective suspension, beginning fifteen days following filing of a final order. Completion of a Commission approved anger management class, and provide proof of completion to staff",,,,,,6714
20380,649,11/21/2005,1,Rev,4,,,,,,,,,,6782
18421,649,11/21/2005,1,Rev,7,,,,,,,,,,6140
17963,649,11/21/2005,1,Rev,7,11/21/2005,,,,,,,,,5982
20728,649,11/21/2005,1,VR,4,,,11/23/2005,,,,,,,6901
19673,649,11/21/2005,1,Sus/Pr,4,12/6/2005,3/9/2006,,"Per SSA, 2 day suspension, three month probation beginning 15 days following filing of final order, provide staff with proof of completion of Commission approved ethics course.",,,,,,6525
19682,649,11/21/2005,1,Rev,4,,,11/21/2005,,,,,,,6530
19451,649,11/21/2005,1,Rev,7,,,,,,,,,,6447
21698,649,11/21/2005,1,PR,4,12/6/2005,6/6/2006,,,,,,,,7178
21926,649,11/21/2005,1,Sus/Pr,4,12/6/2005,12/6/2006,,"30 day prospective suspension, beginning 15 days following filing of a final order. Suspension to be followed by one year probation, to include completion of a Commission approved ethics course. Must provide staff with proof of completion of ethics course prior to termination of probation.",,,,,,7239
21878,649,11/21/2005,1,Rev,7,,,,,,,,,,7228
22106,655,2/13/2006,1,VR,7,,,,,,,,,,7293
21760,658,5/9/2006,1,Rev,7,,,,,,,,,,7194
22453,658,5/9/2006,1,Rev,7,,,,,,,,,,7409
22380,658,5/9/2006,1,Rev,7,,,,,,,,,,7389
22558,658,5/9/2006,1,DI,7,,,,,,,,,,7438
22269,658,5/9/2006,1,Rev,7,,,,,,,,,,7352
20919,658,5/9/2006,1,Rev,4,,,,,,,,,,6959
21260,658,5/9/2006,1,Rev,4,,,,,,,,,,7057
22163,658,5/9/2006,1,Rev,7,,,,,,,,,,7315
21868,658,5/9/2006,1,Sus/Pr,7,5/24/2006,6/1/2007,7/28/2006,retroactive suspension 2/18/05-3/3/05. prospective suspension 5/24/0 6-5/31/06.  probation 6/1/06-6/1/07.  early termination upon receipt of completion of ethics course.,,,,,,7224
21693,658,5/9/2006,1,Sus/Pr,7,5/24/2006,5/24/2007,6/25/2007,30 day prospective suspension 5/24/06-6/24/06; 1 year probation 5/24/06-5/24/07; ethics with early termination,,,,,,7174
21467,658,5/9/2006,1,Rev,7,,,,,,,,,,7113
22478,658,5/9/2006,1,PR,7,5/24/2006,11/24/2006,11/24/2006,probation 5/24/06-11/24/06,,,,,,7414
22082,658,5/9/2006,1,Rev,7,5/4/2006,5/4/2006,,,,,,,,7287
22010,658,5/9/2006,1,Sus/Pr,7,5/24/2006,5/24/2007,,"susp: 5/24/06-6/7/06
prob: 5/24/06-5/24/07
anger mgmt",,,,,,7264
17060,658,5/9/2006,1,Rev,4,5/4/2006,5/4/2006,5/4/2006,,,,,,,5713
21711,658,5/9/2006,1,Rev,4,5/4/2006,5/4/2006,5/4/2006,,,,,,,7182
20080,658,5/9/2006,1,DI,,,,,,,,,,,6661
22390,658,5/9/2006,1,Rev,4,,,,,,,,,,7395
22016,658,5/9/2006,1,Rev,7,,,,,,,,,,7265
20799,658,5/9/2006,1,Rev,4,,,,,,,,,,6924
18762,658,5/9/2006,1,Rev,4,,,,,,,,,,6244
22218,658,5/9/2006,1,Rev,7,,,,,,,,,,7334
22220,658,5/9/2006,1,Rev,4,,,,,,,,,,7335
20629,658,5/9/2006,1,Rev,7,,,,,,,,,,6869
21562,658,5/9/2006,1,Rev,4,,,,,,,,,,7133
22176,658,5/9/2006,1,PR,7,5/24/2006,11/25/2006,,,,,,,,7319
21980,658,5/9/2006,1,Sus/Pr,7,9/6/2006,10/10/2006,10/10/2006,"Thirty day prospective suspension, to be served within 180 days of the entry of the final order. The respondent will notify staff in writing of the specific dates of the 30 consecutive days. Suspension to be followed by one year probation. As a condition of probation, the respondent will provide staff with proof of completion of a Commission approved ethics course. The Respondent's probation will terminate early upon providing staff with proof of successful completion of said training.",,,,,,7252
21845,658,5/9/2006,1,Sus/Pr,7,5/24/2006,7/25/2007,,"Sixty-day prospective Suspension, to begin fifteen days following the filing of the Final Order. Suspension to be followed by a one year period of probation. Respondent must provide Staff with proof of completion of a Commission approved ethics course prior to the termination of probation.",,,,,,7217
21993,658,5/9/2006,1,SP,7,5/24/2006,5/24/2007,5/24/2007,,,,,,,7257
22410,658,5/9/2006,1,Sus/Pr,4,5/22/2006,6/22/2007,6/22/2007,,,,,,,7403
20327,655,2/13/2006,1,Rev,7,,,,,,,,,,6759
21887,666,7/14/2006,1,Rev,7,,,,,,,,,,7230
21503,666,7/14/2006,1,Sus/Pr,7,7/29/2006,7/29/2010,7/29/2010,two year prospective suspension to begin fifteen days following the filing of the final order followed by two years probation and ethics course.,,,,,,7123
22753,661,8/7/2006,1,Sus/Pr,7,8/22/2006,8/22/2007,8/22/2007,"80 hour retroactive suspension from August 31, 2005 through September 13, 2005, six month prospective suspension and one year probation to begin fifteen days following the filing of the final order",,,,,,7491
22791,661,8/7/2006,1,Sus/Pr,7,8/22/2006,8/30/2007,8/30/2007,"1 week prospective suspension, 1 year probation and ethics",,,,,,7500
22689,661,8/7/2006,1,Rev,7,,,,,,,,,,7473
22108,661,8/7/2006,1,Sus/Pr,7,8/22/2006,8/23/2009,,1 yr pros susp; 2 yr probation; ethics training; dismiss intent to defraud charge,,,,,,7294
22798,661,8/7/2006,1,Rev,7,,,,,,,,,,7505
20325,661,8/4/2006,1,Rev,7,,,,,,,,,,6757
22833,661,8/4/2006,1,Rev,4,,,,,,,,,,7517
14240,661,8/4/2006,1,VR,7,,,,,,,,,,4934
20261,661,8/4/2006,1,VR,4,,,,,,,,,,6737
22561,661,8/4/2006,1,VR,4,,,,,,,,,,7439
22378,661,8/4/2006,1,Rev,7,,,,,,,,,,7388
22661,661,8/7/2006,1,PR,7,8/22/2006,2/22/2007,8/25/2006,,,,,,,7465
22973,661,8/7/2006,1,PR,7,8/22/2006,2/22/2007,,satisfied on 8/18/06,,,,,,7562
22238,661,8/7/2006,1,VR,7,,,,,,,,,,7341
22903,661,8/7/2006,1,Sus/Pr,7,8/22/2006,9/22/2007,,anger management,,,,,,7545
22399,661,8/7/2006,1,Rev,7,,,,,,,,,,7399
20400,661,8/7/2006,1,Rev,4,,,,,,,,,,6792
20147,661,8/7/2006,1,Rev,4,,,,,,,,,,6692
21609,661,8/7/2006,1,Rev,4,,,,,,,,,,7149
21854,661,8/7/2006,1,Rev,4,,,,,,,,,,7220
22727,661,8/7/2006,1,DI,7,,,,,,,,,,7484
21789,661,8/7/2006,1,Rev,P,,,8/7/2006,,,,,,,7199
22721,661,8/7/2006,1,DI,P,,,8/7/2006,,,,,,,7481
22189,661,8/7/2006,1,SP,P,8/22/2006,8/25/2006,,,,,,,,7322
23248,661,8/7/2006,1,VR,P,,,8/7/2006,,,,,,,7646
22121,661,8/7/2006,1,Rev,P,,,8/8/2006,,,,,,,7300
22725,661,8/7/2006,1,PR,P,8/22/2006,2/21/2007,,"Six Months Probation with substance abuse counseling, to begin 15 days following filing of the final order. Probation to terminate early upon providing Staff with proof of completion of the substance abuse counseling.",,,,,,7483
19582,661,8/7/2006,1,PR,P,8/22/2006,2/21/2007,,,,,,,,6489
22268,661,8/7/2006,1,Rev,4,,,8/9/2006,,,,,,,7351
21986,661,8/7/2006,1,VR,7,8/7/2006,8/7/2006,8/7/2006,,,,,,,7254
22255,661,8/7/2006,1,Rev,7,8/7/2006,8/7/2006,8/7/2006,,,,,,,7347
21759,661,8/7/2006,1,Rev,4,,,8/9/2006,,,,,,,7193
22706,661,8/7/2006,1,VR,P,,,,,,,,,,7479
22547,661,8/7/2006,1,VR,P,,,8/9/2006,,,,,,,7434
18596,661,8/7/2006,1,VR,P,,,8/9/2006,,,,,,,6188
22874,661,8/7/2006,1,PR,P,8/22/2006,2/21/2007,2/21/2007,,,,,,,7536
22995,664,11/20/2006,1,PR,7,12/5/2006,5/5/2007,,Substance Abuse Counseling.  Early Termination,,,,,,7570
22423,661,8/7/2006,1,Sus/Pr,7,8/22/2006,9/22/2007,6/21/2007,"Thirty-day prospective suspension; retroactie suspension between and including July 6, 2005 through January 6, 2006 (six-months); one-year probation beginning upon expiration of the suspension period and to terminate early upon completion of all terms of the settlement; and, completion of a staff approved course in use of force within the probation period.",,,,,,7407
22551,664,11/20/2006,1,PR,7,12/5/2006,5/5/2007,,substance abuse counseling,,,,,,7435
22824,661,8/7/2006,1,Rev,P,,,,,,,,,,7514
5297,7,2/1/1989,1,Rev,,,,,,,,,,,1654
5881,14,9/18/1991,1,Rev,,,,,,,,,,,2067
5728,17,6/14/1991,1,Rev,,,,,,,,,,,1953
2273,18,7/11/1990,1,Rev,,,,,,,,,,,602
2566,22,12/20/1991,1,Rev,,,,,,,,,,,801
2882,23,11/12/1992,1,Rev,,,,,,,,,,,1004
514,25,1/12/1984,1,NC-Dismissed,,,,,,,,,,,68
845,27,8/21/1985,1,NC-Dismissed,,,,,,,,,,,108
2073,7,2/1/1989,1,Rev,,,,,,,,,,,476
1666,34,10/2/1987,1,Rev,,,,,,,,,,,252
10267,338,10/15/1996,1,Sus/Pr,7,10/30/1996,4/30/1997,,,,,,,,3632
5576,38,8/18/1989,1,NC-Dismissed,,,,,,,,,,,1838
2518,39,2/26/1992,1,Rev,,,,,,,,,,,770
5102,41,7/31/1986,1,Rev,,,,,,,,,,,1541
5885,17,6/14/1991,1,Rev,,,,,,,,,,,2070
2825,30,8/6/1992,1,Rev,,,,,,,,,,,963
2463,30,8/6/1992,1,Rev,,,,,,,,,,,732
2679,39,2/26/1992,1,Rev,,,,,,,,,,,878
1667,46,3/16/1988,1,Rev,,,,,,,,,,,253
1926,49,12/16/1987,1,Rev,,,,,,,,,,,388
2492,17,6/14/1991,1,Rev,,,,,,,,,,,753
10765,494,9/3/1996,1,Rev,7,9/3/1996,,,,,,,,,3811
2590,23,11/9/1992,1,Rev,,,,,,,,,,,817
4901,51,1/14/1986,1,Rev,,,,,,,,,,,1470
1084,53,5/21/1986,1,Rev,,,,,,,,,,,126
5337,38,10/13/1989,1,Rev,,,,,,,,,,,1679
2002,38,10/13/1989,1,Rev,,,,,,,,,,,433
5535,56,4/4/1990,1,Rev,,,,,,,,,,,1803
5732,57,10/3/1990,1,Rev,,,,,,,,,,,1957
5304,59,9/8/1988,1,Rev,,,,,,,,,,,1660
5737,18,7/9/1990,1,NC-Dismissed,,,,,,,,,,,1962
5707,61,4/15/1991,1,Rev,,,,,,,,,,,1934
5243,62,6/8/1988,1,Rev,,,,,,,,,,,1617
1482,53,7/30/1986,1,Rev,,,,,,,,,,,180
2206,65,2/28/1990,1,Rev,,,,,,,,,,,560
2691,14,9/18/1991,1,Rev,,,,,,,,,,,887
1021,69,12/26/1985,1,Rev,,,,,,,,,,,123
5044,72,2/15/1987,1,NC-Dismissed,,,,,,,,,,,1511
1802,74,7/11/1987,1,VR,7,,,,,,,,,,321
2277,17,6/14/1991,1,VR,B,,,,,,,,,,604
5363,75,6/19/1989,1,Rev,,,,,,,,,,,1692
1717,85,2/6/1987,1,SP,,,,,,,,,,,282
904,25,1/12/1984,1,Rev,,,,,,,,,,,115
5021,53,4/22/1986,1,Rev,,,,,,,,,,,1499
5679,90,2/4/1991,1,Rev,,,,,,,,,,,1913
4989,69,10/30/1985,1,Rev,,,,,,,,,,,1490
4780,87,2/18/1986,1,Rev,,,,,,,,,,,1449
5055,7,2/1/1989,1,Rev,,,,,,,,,,,1517
