complaint_nbr,offense_code,offense_seq_nbr,case_related,offense_comments,row_revision,offense_prefix,offense_date,guideline_penalty,creation_user_code,creation_datetime,update_user_code,update_datetime
2672,2300,1,Y,MISDEAMEANOR,,,,,,,,
2673,1300,1,Y,MISDEAMEANOR,,,,,,,,
2674,4803,1,Y,MISDEAMEANOR,,,,,,,,
2675,1315,1,Y,MISDEAMEANOR,,,,,,,,
2676,5200,1,Y,MISDEAMEANOR,,,,,,,,
2677,1300,1,Y,MISDEAMEANOR,,,,,,,,
2678,1300,1,Y,,,,,,,,,
2679,3532,1,Y,FELONY,,,,,,,,
2680,2300,1,Y,MISDEAMEANOR,,,,,,,,
2681,3601,1,Y,FELONY,,,,,,,,
2682,4803,1,Y,MISDEAMEANOR,,,,,,,,
2683,4803,1,Y,MISDEAMEANOR,,,,,,,,
2684,4803,1,Y,MISDEAMEANOR,,,,,,,,
2685,5200,1,Y,RECKLESS DISPLAY,,,,,,,,
2686,4803,1,Y,MISDEAMEANOR,,,,,,,,
2687,2902,1,Y,MISDEAMEANOR,,,,,,,,
2688,3533,1,Y,MISDEAMEANOR,,,,,,,,
2689,4803,1,Y,MISDEAMEANOR,,,,,,,,
2690,1300,1,Y,FELONY,,,,,,,,
2691,3500,1,Y,FELONY,,,,,,,,
2692,5200,1,Y,MISDEAMEANOR,,,,,,,,
2693,2600,1,Y,FELONY,,,,,,,,
2694,2900,1,Y,FELONY,,,,,,,,
2695,4803,1,Y,MISDEAMEANOR,,,,,,,,
2697,3803,1,Y,MISDEAMEANOR,,,,,,,,
2698,1300,1,Y,MISDEAMEANOR,,,,,,,,
2699,3600,1,Y,MISDEAMEANOR,,,,,,,,
2700,8000,1,Y,MISDEAMEANOR,,,,,,,,
2701,3601,1,Y,MISDEAMEANOR,,,,,,,,
2702,1325,1,Y,MISDEAMEANOR,,,,,,,,
2703,1325,1,Y,MISDEAMEANOR,,,,,,,,
2704,4803,1,Y,MISDEAMEANOR,,,,,,,,
2705,1100,1,Y,,,,,,,,,
2706,2600,1,Y,,,,,,,,,
2707,3532,1,Y,FELONY,,,,,,,,
2708,2200,1,Y,FELONY,,,,,,,,
2709,2606,1,Y,MISDEAMEANOR,,,,,,,,
2710,2900,1,Y,MISDEAMEANOR,,,,,,,,
2711,2300,1,Y,,,,,,,,,
2712,5700,1,Y,MISDEAMEANOR,,,,,,,,
2713,4803,1,Y,MISDEAMEANOR,,,,,,,,
2714,8000,1,Y,MISDEAMEANOR,,,,,,,,
2715,2300,1,Y,MISDEAMEANOR,,,,,,,,
2716,2500,1,Y,FELONY,,,,,,,,
2717,2500,1,Y,FELONY,,,,,,,,
2718,2600,1,Y,MISDEAMEANOR,,,,,,,,
2719,2300,1,Y,MISDEAMEANOR,,,,,,,,
2720,3564,1,Y,MISDEAMEANOR,,,,,,,,
2721,6205,1,Y,MISDEAMEANOR,,,,,,,,
2722,1300,1,Y,MISDEAMEANOR,,,,,,,,
2723,1313,1,Y,MISDEAMEANOR,,,,,,,,
2724,8000,1,Y,MISDEAMEANOR,,,,,,,,
2725,3600,1,Y,MISDEAMEANOR,,,,,,,,
2726,5700,1,Y,MISDEAMEANOR,,,,,,,,
2727,3500,1,Y,MISDEAMEANOR,,,,,,,,
2728,8000,1,Y,FELONY,,,,,,,,
2729,3500,1,Y,FELONY,,,,,,,,
2731,2500,1,Y,FELONY,,,,,,,,
2732,8000,1,Y,MISDEAMEANOR,,,,,,,,
2733,2300,1,Y,FELONY,,,,,,,,
2734,2606,1,Y,MISDEAMEANOR,,,,,,,,
2735,4803,1,Y,MISDEAMEANOR,,,,,,,,
2736,4803,1,Y,MISDEAMEANOR,,,,,,,,
2737,1100,1,Y,,,,,,,,,
2738,2800,1,Y,MISDEAMEANOR,,,,,,,,
2739,2800,1,Y,MISDEAMEANOR,,,,,,,,
2740,4803,1,Y,,,,,,,,,
2741,1200,1,Y,FELONY,,,,,,,,
2742,3805,1,Y,MISDEAMEANOR,,,,,,,,
2743,2607,1,Y,MISDEAMEANOR,,,,,,,,
2744,1100,1,Y,FELONY,,,,,,,,
2745,4803,1,Y,MISDEAMEANOR,,,,,,,,
2746,1200,1,Y,FELONY,,,,,,,,
2747,5700,1,Y,MISDEAMEANOR,,,,,,,,
2748,8000,1,Y,MISDEAMEANOR,,,,,,,,
2749,4803,1,Y,MISDEAMEANOR,,,,,,,,
2750,4803,1,Y,MISDEAMEANOR,,,,,,,,
2751,3600,1,Y,,,,,,,,,
2752,1313,1,Y,,,,,,,,,
2753,4800,1,Y,MISDEAMEANOR,,,,,,,,
2754,1300,1,N,Battery,,,,,,,,
2755,1200,1,Y,FELONY,,,,,,,,
2756,3605,1,Y,MISDEAMEANOR,,,,,,,,
2757,3600,1,Y,MISDEAMEANOR,,,,,,,,
2758,1100,1,Y,,,,,,,,,
2759,2607,1,Y,,,,,,,,,
2760,4803,1,Y,MISDEAMEANOR,,,,,,,,
2761,4000,1,Y,,,,,,,,,
2762,3500,1,Y,FELONY,,,,,,,,
2763,3532,1,Y,MISDEAMEANOR,,,,,,,,
2764,4803,1,Y,,,,,,,,,
2765,1200,1,Y,FELONY,,,,,,,,
2766,8000,1,Y,MISDEAMEANOR,,,,,,,,
2767,4803,1,Y,MISDEAMEANOR,,,,,,,,
2768,2300,1,Y,FELONY,,,,,,,,
2769,2303,1,Y,MISDEAMEANOR,,,,,,,,
2770,1100,1,Y,,,,,,,,,
2771,2500,1,Y,MISDEAMEANOR,,,,,,,,
2772,4803,1,Y,MISDEAMEANOR,,,,,,,,
2773,1300,1,Y,,,,,,,,,
2774,4800,1,Y,FELONY,,,,,,,,
2775,1313,1,Y,MISDEAMEANOR,,,,,,,,
2776,4800,1,Y,MISDEAMEANOR,,,,,,,,
2777,7305,1,Y,FELONY,,,,,,,,
2778,4803,1,Y,MISDEAMEANOR,,,,,,,,
2779,5215,1,Y,FELONY,,,,,,,,
2780,1300,1,Y,MISDEAMEANOR,,,,,,,,
2781,4802,1,Y,WARNED SUBJ OF INVEST,,,,,,,,
2782,4803,1,Y,MISDEAMEANOR,,,,,,,,
2783,3500,1,Y,FELONY,,,,,,,,
2784,2500,1,Y,MISDEAMEANOR,,,,,,,,
2785,2600,1,Y,MISDEAMEANOR,,,,,,,,
2786,3601,1,Y,MISDEAMEANOR,,,,,,,,
2787,5900,1,Y,MISDEAMEANOR,,,,,,,,
2788,4801,1,Y,MISDEAMEANOR,,,,,,,,
2789,4803,1,Y,MISDEAMEANOR,,,,,,,,
2790,2607,1,Y,MISDEAMEANOR,,,,,,,,
2791,4800,1,Y,MISDEAMEANOR,,,,,,,,
2792,4005,1,Y,MISDEAMEANOR,,,,,,,,
2793,2600,1,Y,,,,,,,,,
2794,2300,1,Y,MISDEAMEANOR,,,,,,,,
2795,2607,1,Y,MISDEAMEANOR,,,,,,,,
2796,1300,1,Y,BATTERY,,,,,,,,
2796,5200,1,Y,RECKLESS DISPLAY,,,,,,,,
2797,2300,1,Y,,,,,,,,,
2798,4803,1,Y,MISDEAMEANOR,,,,,,,,
2799,2300,1,Y,MISDEAMEANOR,,,,,,,,
2800,8000,1,Y,MISDEAMEANOR,,,,,,,,
2802,2300,1,Y,FELONY,,,,,,,,
2803,1300,1,Y,MISDEAMEANOR,,,,,,,,
2804,1300,1,Y,MISDEAMEANOR,,,,,,,,
2805,4802,1,Y,MISDEAMEANOR,,,,,,,,
2806,4803,1,Y,,,,,,,,,
2807,1300,1,Y,MISDEAMEANOR,,,,,,,,
2808,4803,1,Y,MISDEAMEANOR,,,,,,,,
2809,4901,1,Y,MISDEAMEANOR,,,,,,,,
2810,3500,1,Y,FELONY,,,,,,,,
2811,3600,1,Y,MISDEAMEANOR,,,,,,,,
2812,3532,1,Y,FELONY,,,,,,,,
2813,1315,1,Y,MISDEAMEANOR,,,,,,,,
2814,3500,1,Y,MISDEAMEANOR,,,,,,,,
2815,1325,1,Y,MISDEAMEANOR,,,,,,,,
2817,4803,1,Y,MISDEAMEANOR,,,,,,,,
2818,5200,1,Y,,,,,,,,,
2819,5213,1,Y,MISDEAMEANOR,,,,,,,,
2820,3900,1,Y,,,,,,,,,
2821,4803,1,Y,MISDEAMEANOR,,,,,,,,
2822,4803,1,Y,,,,,,,,,
2823,5200,1,Y,MISDEAMEANOR,,,,,,,,
2824,1313,1,Y,,,,,,,,,
2825,4803,1,Y,MISDEAMEANOR,,,,,,,,
2826,1316,1,Y,,,,,,,,,
2827,2600,1,Y,,,,,,,,,
2828,2607,1,Y,,,,,,,,,
2829,4803,1,Y,,,,,,,,,
2830,1315,1,Y,MISDEAMEANOR,,,,,,,,
2831,4802,1,Y,MISDEAMEANOR,,,,,,,,
2832,5200,1,Y,FELONY,,,,,,,,
2833,7301,1,Y,FELONY,,,,,,,,
2834,2300,1,Y,FELONY,,,,,,,,
2835,5213,1,Y,FELONY,,,,,,,,
2836,3600,1,Y,,,,,,,,,
2837,2200,1,Y,FELONY,,,,,,,,
2838,4803,1,Y,MISDEAMEANOR,,,,,,,,
2839,2607,1,Y,,,,,,,,,
2840,2902,1,Y,MISDEAMEANOR,,,,,,,,
2841,4803,1,Y,MISDEAMEANOR,,,,,,,,
2842,2200,1,Y,FELONY,,,,,,,,
2843,2303,1,Y,MISDEAMEANOR,,,,,,,,
2844,1325,1,Y,MISDEAMEANOR,,,,,,,,
2846,5100,1,Y,FELONY,,,,,,,,
2847,1300,1,Y,FELONY,,,,,,,,
2848,3605,1,Y,MISDEAMEANOR,,,,,,,,
2849,1100,1,Y,FELONY,,,,,,,,
2850,4804,1,Y,MISDEAMEANOR,,,,,,,,
2851,3900,1,Y,MISDEAMEANOR,,,,,,,,
2852,3601,1,Y,,,,,,,,,
2853,4802,1,Y,MISDEAMEANOR,,,,,,,,
2854,3900,1,Y,MISDEAMEANOR,,,,,,,,
2855,2607,1,Y,MISDEAMEANOR,,,,,,,,
2856,2607,1,Y,MISDEAMEANOR,,,,,,,,
2857,1313,1,Y,MISDEAMEANOR,,,,,,,,
2858,3600,1,Y,MISDEAMEANOR,,,,,,,,
2859,3500,1,Y,,,,,,,,,
2860,3500,1,Y,,,,,,,,,
2861,3500,1,Y,,,,,,,,,
2862,2303,1,Y,MISDEAMEANOR,,,,,,,,
2863,1315,1,Y,MISDEAMEANOR,,,,,,,,
2864,3500,1,Y,,,,,,,,,
2864,4802,1,Y,MISDEAMEANOR,,,,,,,,
2865,4803,1,Y,MISDEAMEANOR,,,,,,,,
2866,0909,1,Y,FELONY,,,,,,,,
2867,3600,1,Y,MISDEAMEANOR,,,,,,,,
2868,4802,1,Y,,,,,,,,,
2869,2300,1,Y,,,,,,,,,
2870,1300,1,Y,MISDEAMEANOR,,,,,,,,
2871,4800,1,Y,,,,,,,,,
2872,1100,1,Y,MISDEAMEANOR,,,,,,,,
2873,5404,1,Y,,,,,,,,,
2874,0900,1,Y,,,,,,,,,
2875,2303,1,Y,MISDEAMEANOR,,,,,,,,
2876,3707,1,Y,,,,,,,,,
2877,2300,1,Y,MISDEAMEANOR,,,,,,,,
2878,1325,1,Y,MISDEAMEANOR,,,,,,,,
2879,2303,1,Y,MISDEAMEANOR,,,,,,,,
2880,2607,1,Y,,,,,,,,,
2881,1300,1,Y,MISDEAMEANOR,,,,,,,,
2882,3605,1,Y,MISDEAMEANOR,,,,,,,,
2883,2607,1,Y,MISDEAMEANOR,,,,,,,,
2884,3500,1,Y,,,,,,,,,
2885,2607,1,Y,MISDEAMEANOR,,,,,,,,
2886,2600,1,Y,MISDEAMEANOR,,,,,,,,
2887,3533,1,Y,MISDEAMEANOR,,,,,,,,
2888,3500,1,Y,,,,,,,,,
2889,2600,1,Y,MISDEAMEANOR,,,,,,,,
2890,2607,1,Y,,,,,,,,,
2891,4803,1,Y,FELONY,,,,,,,,
2892,1300,1,Y,,,,,,,,,
2893,2300,1,Y,MISDEAMEANOR,,,,,,,,
2894,3600,1,Y,,,,,,,,,
2895,4803,1,Y,MISDEAMEANOR,,,,,,,,
2896,1325,1,Y,,,,,,,,,
2897,7301,1,Y,PLED GUILTY TO FELONY,,,,,,,,
2898,2300,1,Y,,,,,,,,,
2899,2300,1,Y,MISDEAMEANOR,,,,,,,,
2900,4803,1,Y,,,,,,,,,
2901,5200,1,Y,,,,,,,,,
2902,1313,1,Y,MISDEAMEANOR,,,,,,,,
2903,1325,1,Y,MISDEAMEANOR,,,,,,,,
2904,3600,1,Y,MISDEAMEANOR,,,,,,,,
2905,2404,1,Y,MISDEAMEANOR,,,,,,,,
2906,2607,1,Y,MISDEAMEANOR,,,,,,,,
2907,1325,1,Y,MISDEAMEANOR,,,,,,,,
2908,2300,1,Y,MISDEAMEANOR,,,,,,,,
2909,1325,1,Y,MISDEAMEANOR,,,,,,,,
2910,2607,1,Y,MISDEAMEANOR,,,,,,,,
2911,3532,1,Y,,,,,,,,,
2912,4803,1,Y,,,,,,,,,
2913,2200,1,Y,,,,,,,,,
2914,2200,1,Y,,,,,,,,,
2915,4801,1,Y,FELONY,,,,,,,,
2916,2200,1,Y,MISDEAMEANOR,,,,,,,,
2917,8000,1,Y,MISDEAMEANOR,,,,,,,,
2918,2200,1,Y,,,,,,,,,
2919,2200,1,Y,,,,,,,,,
2920,3600,1,Y,,,,,,,,,
2921,2607,1,Y,MISDEAMEANOR,,,,,,,,
2922,2607,1,Y,MISDEAMEANOR,,,,,,,,
2924,2607,1,Y,,,,,,,,,
2925,3500,1,Y,MISDEAMEANOR,,,,,,,,
2926,5003,1,Y,FELONY,,,,,,,,
2927,3600,1,Y,MISDEAMEANOR,,,,,,,,
2928,2607,1,Y,MISDEAMEANOR,,,,,,,,
2929,2607,1,Y,MISDEAMEANOR,,,,,,,,
2930,3533,1,Y,MISDEAMEANOR,,,,,,,,
2931,2500,1,Y,,,,,,,,,
2932,5003,1,Y,MISDEAMEANOR,,,,,,,,
2933,2300,1,Y,MISDEAMEANOR,,,,,,,,
2934,1300,1,Y,MISDEAMEANOR,,,,,,,,
2935,2607,1,Y,MISDEAMEANOR,,,,,,,,
2936,5200,1,Y,FELONY,,,,,,,,
2937,2607,1,Y,MISDEAMEANOR,,,,,,,,
2938,3600,1,Y,MISDEAMEANOR,,,,,,,,
2939,8000,1,Y,MISDEAMEANOR,,,,,,,,
2940,3533,1,Y,MISDEAMEANOR,,,,,,,,
2941,3500,1,Y,MISDEAMEANOR,,,,,,,,
2942,1315,1,Y,MISDEAMEANOR,,,,,,,,
2943,0900,1,Y,,,,,,,,,
2944,4803,1,Y,MISDEAMEANOR,,,,,,,,
2945,1325,1,Y,,,,,,,,,
2946,2607,1,Y,MISDEAMEANOR,,,,,,,,
2947,1325,1,Y,MISDEAMEANOR,,,,,,,,
2948,1325,1,Y,MISDEAMEANOR,,,,,,,,
2949,3532,1,Y,,,,,,,,,
2950,1000,1,Y,False Imprisonment; Found guilty by jury,,,,,,,,
2950,7305,1,Y,pled guilty.,,,,,,,,
2951,2902,1,Y,,,,,,,,,
2952,3532,1,Y,MISDEAMEANOR,,,,,,,,
2953,2300,1,Y,FELONY,,,,,,,,
2954,4803,1,Y,MISDEAMEANOR,,,,,,,,
2955,3900,1,Y,MISDEAMEANOR,,,,,,,,
2956,2607,1,Y,MISDEAMEANOR,,,,,,,,
2957,3625,1,Y,MISDEAMEANOR,,,,,,,,
2958,8000,1,Y,,,,,,,,,
2959,5213,1,Y,MISDEAMEANOR,,,,,,,,
2960,1300,1,Y,MISDEAMEANOR,,,,,,,,
2961,4803,1,Y,MISDEAMEANOR,,,,,,,,
2962,2607,1,Y,,,,,,,,,
2963,1300,1,Y,MISDEAMEANOR,,,,,,,,
2964,2300,1,Y,,,,,,,,,
2965,2607,1,Y,,,,,,,,,
2966,4804,1,Y,,,,,,,,,
2967,5213,1,Y,,,,,,,,,
2968,3600,1,Y,,,,,,,,,
2969,4810,1,Y,,,,,,,,,
2971,4803,1,Y,,,,,,,,,
2972,3800,1,Y,MISDEAMEANOR,,,,,,,,
2973,1325,1,Y,,,,,,,,,
2974,3802,1,Y,MISDEAMEANOR,,,,,,,,
2975,1325,1,Y,,,,,,,,,
2976,4803,1,Y,MISDEAMEANOR,,,,,,,,
2977,2606,1,Y,MISDEAMEANOR,,,,,,,,
2978,5006,1,Y,FELONY,,,,,,,,
2979,2607,1,Y,MISDEAMEANOR,,,,,,,,
2980,1300,1,Y,FELONY,,,,,,,,
2981,3564,1,Y,MISDEAMEANOR,,,,,,,,
2982,2600,1,Y,MISDEAMEANOR,,,,,,,,
2983,1300,1,Y,MISDEAMEANOR,,,,,,,,
2985,2607,1,Y,MISDEAMEANOR,,,,,,,,
2986,2600,1,Y,UNEMPLOYMENT COMPENSATION,,,,,,,,
2986,2607,1,Y,,,,,,,,,
2987,3532,1,Y,FELONY,,,,,,,,
2988,8000,1,Y,MISDEAMEANOR,,,,,,,,
2989,2600,1,Y,MISDEAMEANOR,,,,,,,,
2990,2607,1,Y,MISDEAMEANOR,,,,,,,,
2991,5200,1,Y,MISDEAMEANOR,,,,,,,,
2993,1325,1,Y,,,,,,,,,
2993,2607,1,Y,,,,,,,,,
2994,1325,1,Y,MISDEAMEANOR,,,,,,,,
2995,1300,1,Y,FELONY,,,,,,,,
2996,5003,1,Y,MISDEAMEANOR,,,,,,,,
2998,5102,1,Y,,,,,,,,,
2999,3900,1,Y,,,,,,,,,
3000,5200,1,Y,,,,,,,,,
3001,4002,1,Y,FELONY,,,,,,,,
3002,5003,1,Y,MISDEAMEANOR,,,,,,,,
3003,2606,1,Y,MISDEAMEANOR,,,,,,,,
3004,3605,1,Y,,,,,,,,,
3005,1325,1,Y,,,,,,,,,
3006,2607,1,Y,MISDEAMEANOR,,,,,,,,
3007,0909,1,Y,,,,,,,,,
3008,2607,1,Y,MISDEAMEANOR,,,,,,,,
3009,1325,1,Y,,,,,,,,,
3010,2607,1,Y,MISDEAMEANOR,,,,,,,,
3011,1300,1,Y,MISDEAMEANOR,,,,,,,,
3012,4004,1,Y,MISDEAMEANOR,,,,,,,,
3013,2804,1,Y,MISDEAMEANOR,,,,,,,,
3014,3805,1,Y,MISDEAMEANOR,,,,,,,,
3015,5003,1,Y,,,,,,,,,
3016,4004,1,Y,,,,,,,,,
3017,2902,1,Y,MISDEAMEANOR,,,,,,,,
3018,1325,1,Y,,,,,,,,,
3019,1325,1,Y,MISDEAMEANOR,,,,,,,,
3020,8000,1,Y,FELONY,,,,,,,,
3021,4800,1,Y,MISDEAMEANOR,,,,,,,,
3022,1325,1,Y,MISDEAMEANOR,,,,,,,,
3022,2607,1,Y,,,,,,,,,
3024,1325,1,Y,,,,,,,,,
3025,2303,1,Y,,,,,,,,,
3026,3564,1,Y,,,,,,,,,
3027,1200,1,Y,,,,,,,,,
3029,2604,1,Y,MISDEAMEANOR,,,,,,,,
3030,3532,1,Y,FELONY,,,,,,,,
3031,3532,1,Y,FELONY,,,,,,,,
3032,2603,1,Y,MISDEAMEANOR,,,,,,,,
3033,1300,1,Y,FELONY,,,,,,,,
3034,3625,1,Y,MISDEAMEANOR,,,,,,,,
3035,2607,1,Y,2 CTS,,,,,,,,
3036,1325,1,Y,MISDEAMEANOR,,,,,,,,
3037,3605,1,Y,MISDEAMEANOR,,,,,,,,
3038,5003,1,Y,FELONY,,,,,,,,
3039,0909,1,Y,FELONY,,,,,,,,
3040,0909,1,Y,MISDEAMEANOR,,,,,,,,
3041,1325,1,Y,MISDEAMEANOR,,,,,,,,
3042,3600,1,Y,MISDEAMEANOR,,,,,,,,
3043,3600,1,Y,MISDEAMEANOR,,,,,,,,
3044,2500,1,Y,MISDEAMEANOR,,,,,,,,
3045,2607,1,Y,MISDEAMEANOR,,,,,,,,
3046,3600,1,Y,FELONY,,,,,,,,
3047,2607,1,Y,MISDEAMEANOR,,,,,,,,
3048,1300,1,Y,MISDEAMEANOR,,,,,,,,
3049,1300,1,Y,MISDEAMEANOR,,,,,,,,
3050,4803,1,Y,MISDEAMEANOR,,,,,,,,
3051,1300,1,Y,MISDEAMEANOR,,,,,,,,
3052,2607,1,Y,MISDEAMEANOR,,,,,,,,
3053,1325,1,Y,MISDEAMEANOR,,,,,,,,
3054,4803,1,Y,MISDEAMEANOR,,,,,,,,
3055,2300,1,Y,OF CABLE TV SERVICES,,,,,,,,
3057,1300,1,Y,,,,,,,,,
3059,1100,1,Y,MISDEAMEANOR,,,,,,,,
3060,8000,1,Y,MISDEAMEANOR,,,,,,,,
3061,4803,1,Y,,,,,,,,,
3062,1300,1,Y,MISDEAMEANOR,,,,,,,,
3063,4804,1,Y,TAMPER W OR FABRICATE,,,,,,,,
3063,5003,1,Y,IN OFFICIAL PROCEEDING,,,,,,,,
3064,5003,1,Y,,,,,,,,,
3064,7304,1,Y,ACCESSORY AFTER THE FACT,,,,,,,,
3065,5003,1,Y,,,,,,,,,
3066,1325,1,Y,,,,,,,,,
3067,2607,1,Y,1 COUNT,,,,,,,,
3067,5003,1,Y,2 COUNTS,,,,,,,,
3068,2607,1,Y,,,,,,,,,
3068,3600,1,Y,SEX ON DUTY,,,,,,,,
3069,1315,1,Y,,,,,,,,,
3070,3533,1,Y,,,,,,,,,
3071,4800,1,Y,MISDEAMEANOR,,,,,,,,
3072,3562,1,Y,MISDEAMEANOR,,,,,,,,
3073,2606,1,Y,MISDEAMEANOR,,,,,,,,
3074,3600,1,Y,,,,,,,,,
3075,4803,1,Y,MISDEAMEANOR,,,,,,,,
3076,5003,1,Y,MISDEAMEANOR,,,,,,,,
3077,2607,1,Y,MISDEAMEANOR,,,,,,,,
3078,1300,1,Y,MISDEAMEANOR,,,,,,,,
3079,2607,1,Y,MISDEAMEANOR,,,,,,,,
3080,5404,1,Y,MISDEAMEANOR,,,,,,,,
3081,3625,1,Y,MISDEAMEANOR,,,,,,,,
3082,1325,1,Y,MISDEAMEANOR,,,,,,,,
3083,2607,1,Y,MISDEAMEANOR,,,,,,,,
3084,1300,1,Y,BATTERY,,,,,,,,
3084,2607,1,Y,,,,,,,,,
3084,7307,1,Y,FOR SEXUAL RELATIONS,,,,,,,,
3085,5100,1,Y,FELONY,,,,,,,,
3086,2607,1,Y,MISDEAMEANOR,,,,,,,,
3087,2607,1,Y,MISDEAMEANOR,,,,,,,,
3089,2607,1,Y,MISDEAMEANOR,,,,,,,,
3090,2607,1,Y,MISDEAMEANOR,,,,,,,,
3091,1300,1,Y,MISDEAMEANOR,,,,,,,,
3093,5404,1,Y,MISDEAMEANOR,,,,,,,,
3095,5003,1,Y,MISDEAMEANOR,,,,,,,,
3096,1100,1,Y,FELONY,,,,,,,,
3097,5200,1,Y,MISDEAMEANOR,,,,,,,,
3098,2607,1,Y,MISDEAMEANOR,,,,,,,,
3099,3600,1,Y,MISDEAMEANOR,,,,,,,,
3100,3900,1,Y,MISDEAMEANOR,,,,,,,,
3101,1315,1,Y,,,,,,,,,
3102,1300,1,Y,MISDEAMEANOR,,,,,,,,
3103,4004,1,Y,MISDEAMEANOR,,,,,,,,
3104,0900,1,Y,MISDEAMEANOR,,,,,,,,
3105,1325,1,Y,MISDEAMEANOR,,,,,,,,
3106,2607,1,Y,MISDEAMEANOR,,,,,,,,
3107,1300,1,Y,MISDEAMEANOR,,,,,,,,
3108,4800,1,Y,UNLAWFUL USE OF POLICE BADGE,,,,,,,,
3109,2500,1,Y,MAIL ORDER FORMS,,,,,,,,
3109,2603,1,Y,,,,,,,,,
3110,2500,1,Y,MAIL ORDER FORMS,,,,,,,,
3110,2603,1,Y,,,,,,,,,
3111,1300,1,Y,MISDEAMEANOR,,,,,,,,
3112,8000,1,Y,MISDEAMEANOR,,,,,,,,
3113,3600,1,Y,FELONY,,,,,,,,
3114,3601,1,Y,FELONY,,,,,,,,
3115,1100,1,Y,BATTERY,,,,,,,,
3115,3600,1,Y,"LEWD ACT UPON, WITH, PRES.",,,,,,,,
3116,4801,1,Y,MISDEAMEANOR,,,,,,,,
3117,2607,1,Y,MISDEAMEANOR,,,,,,,,
3119,2300,1,Y,FELONY,,,,,,,,
3120,2607,1,Y,MISDEAMEANOR,,,,,,,,
3121,2607,1,Y,MISDEAMEANOR,,,,,,,,
3122,1325,1,Y,MISDEAMEANOR,,,,,,,,
3123,2300,1,Y,FELONY,,,,,,,,
3124,3533,1,Y,MISDEAMEANOR,,,,,,,,
3125,1300,1,Y,MISDEAMEANOR,,,,,,,,
3126,1300,1,Y,MISDEAMEANOR,,,,,,,,
3127,4004,1,Y,MISDEAMEANOR,,,,,,,,
3128,3500,1,Y,MISDEAMEANOR,,,,,,,,
3129,3500,1,Y,FELONY,,,,,,,,
3130,3600,1,Y,MISDEAMEANOR,,,,,,,,
3132,2607,1,Y,MISDEAMEANOR,,,,,,,,
3133,5003,1,Y,,,,,,,,,
3134,1100,1,Y,FELONY,,,,,,,,
3135,5200,1,Y,MISDEAMEANOR,,,,,,,,
3136,2902,1,Y,MISDEAMEANOR,,,,,,,,
3137,1325,1,Y,MISDEAMEANOR,,,,,,,,
3138,2607,1,Y,MISDEAMEANOR,,,,,,,,
3139,5404,1,Y,MISDEAMEANOR,,,,,,,,
3140,3562,1,Y,FELONY,,,,,,,,
3141,1300,1,Y,MISDEAMEANOR,,,,,,,,
3142,2607,1,Y,MISDEAMEANOR,,,,,,,,
3143,2607,1,Y,MISDEAMEANOR,,,,,,,,
3144,1313,1,Y,MISDEAMEANOR,,,,,,,,
3145,1100,1,Y,FELONY,,,,,,,,
3146,1325,1,Y,MISDEAMEANOR,,,,,,,,
3148,1325,1,Y,,,,,,,,,
3149,2607,1,Y,MISDEAMEANOR,,,,,,,,
3150,3532,1,Y,,,,,,,,,
3150,4803,1,Y,,,,,,,,,
3151,0900,1,Y,FELONY,,,,,,,,
3152,1325,1,Y,MISDEAMEANOR,,,,,,,,
3154,4803,1,Y,MISDEAMEANOR,,,,,,,,
3155,2606,1,Y,15 COUNTS,,,,,,,,
3156,4803,1,Y,MISDEAMEANOR,,,,,,,,
3157,3625,1,Y,MISDEAMEANOR,,,,,,,,
3158,3900,1,Y,MISDEAMEANOR,,,,,,,,
3160,3625,1,Y,MISDEAMEANOR,,,,,,,,
3162,5006,1,Y,,,,,,,,,
3163,1300,1,Y,MISDEAMEANOR,,,,,,,,
3164,2600,1,Y,MISDEAMEANOR,,,,,,,,
3165,2600,1,Y,MISDEAMEANOR,,,,,,,,
3166,2607,1,Y,MISDEAMEANOR,,,,,,,,
3167,4802,1,Y,,,,,,,,,
3168,1300,1,Y,BATTERY,,,,,,,,
3168,5200,1,Y,IMPROPER DISPLAY,,,,,,,,
3169,1300,1,Y,MISDEAMEANOR,,,,,,,,
3170,1300,1,Y,MISDEAMEANOR,,,,,,,,
3171,1300,1,Y,ON A POLICE OFFICER,,,,,,,,
3171,4801,1,Y,WITH VIOLENCE,,,,,,,,
3173,5404,1,Y,MISDEAMEANOR,,,,,,,,
3174,3707,1,Y,MISDEAMEANOR,,,,,,,,
3175,1325,1,Y,FELONY,,,,,,,,
3177,4004,1,Y,MISDEAMEANOR,,,,,,,,
3178,3707,1,Y,HARASSING PHONE CALLS,,,,,,,,
3178,4805,1,Y,EX-GIRLFRIEND,,,,,,,,
3178,5707,1,Y,STATE BEACH PROPERTY,,,,,,,,
3179,1315,1,Y,MISDEAMEANOR,,,,,,,,
3180,3900,1,Y,MISDEAMEANOR,,,,,,,,
3181,3532,1,Y,MISDEAMEANOR,,,,,,,,
3182,1325,1,Y,MISDEAMEANOR,,,,,,,,
3183,2600,1,Y,,,,,,,,,
3184,2607,1,Y,MISDEAMEANOR,,,,,,,,
3185,2607,1,Y,MISDEAMEANOR,,,,,,,,
3186,3600,1,Y,MISDEAMEANOR,,,,,,,,
3187,3900,1,Y,MISDEAMEANOR,,,,,,,,
3188,6201,1,Y,MISDEAMEANOR,,,,,,,,
